SMILES,nN.1,nBr,ATS3m,ATS5m,ATS4e,AATSm,AATS1m,AATS2m,AATS3m,AATSv,AATS1v,AATS3v,AATS3e,AATS6e,AATSp,AATS2p,AATS3i,AATS6i,AATS4s,AATS6s,ATSC8c,ATSCm,ATSC4m,ATSC7m,ATSC2v,ATSC5e,ATSC2p,ATSC4p,ATSC1i,ATSC2i,ATSC5i,ATSC6i,ATSC7i,ATSC8i,ATSC1s,ATSC4s,ATSC6s,AATSCc,AATSC4c,AATSC5c,AATSCm,AATSCv,AATSC6v,AATSCp,AATSC1p,AATSC2p,AATSC4p,AATSC1s,AATSC3s,AATSC4s,AATSC5s,AATSC6s,MATS4c,MATS2v,MATS4e,MATS6e,MATS2p,MATS1i,MATS2i,MATS6s,GATS8m,GATS2v,GATS2p,GATS7p,GATS4s,SM1_DzZ,BCUTw-1h,BCUTp-1h,bpol,SpMax1_Bhm,SpMax4_Bhm,SpMin1_Bhm,SpMin4_Bhm,SpMin1_Bhv,SpMax2_Bhi,SpMin1_Bhs,C1SP2,SCH-5,VCH-6,VP-7,Mse,Mpe,Mp,VR3_Dt,nHBint2,nHsOH,nsssN,SHBd,SHBint4,SHBint5,SaasC,minHssNH,minHCsats,minsCH3,minssCH2,maxsssCH,maxssssC,ETA_Epsilon_5,ETA_BetaP_ns_d,IC1,MIC1,MIC4,ZMIC3,ZMIC4,khs.sssN,khs.aasN,MDEC-13,RotBFrac,GGI3,JGI8,MWC4,AMW,WTPT-5,Flammability
C1=CC(=CC=C1Cl)Cl,,,2377.775395,1258.734628,97.2956,281.9211652,147.1327482,148.889572,113.2273998,36.1148588,327.3376,219.113911,7.961796762,,2.33472968,2.233564138,155.4587943,,1.65569273,,,1582.352982,-79.8342427,,-131.964618,0.53456275,-0.37329143,-1.52653283,7.22E-01,-6.791758873,3.661162797,,,,-0.22779191,-0.23329777,,0.551194,-0.4436738,0.849251,131.8627485,53.6314343,,0.316623238,6.10E-01,-0.2733841,-0.12721857,-0.18975766,-0.1432784,-0.19441481,0.176192654,,-0.8654524,-0.136768,-0.473112688,,-0.65484269,5.11E-01,-0.328291,,,0.86172792,0.73116564,,1.278733,1.294117647,34.9715525,8.44952825,5.212828,4.374828,2.619181914,1.876974157,0.31513972,1.892947947,2.888219993,1.884236539,,,0.27777778,,1.25552319,0.994117647,0.85657285,2.521212369,,,,,,,3.3824691,,,,,,,0.87143,0.125,1.918295834,27.1775878,27.1775878,34.6112918,34.6112918,,,,,0.25,,5.129898715,12.1648379,,1
CCCCOC(=O)CC(C)C,,,1948.9385,136.76789,468.923988,63.5524976,64.4381577,42.3568446,29.9762131,165.653143,212.737826,118.7238759,7.411769662,7.327324485,1.185846217,1.15356115,164.8318528,157.66252,2.485449735,2.338383838,0.4248666,965.146585,379.887682,-18.4386892,-225.225475,-1.7898847,-1.319178182,0.461772856,-6.49648323,-7.31291468,15.7733286,-9.93546,-2.167528128,-0.6637284,-1.83333333,3.833333333,-2.333333333,0.96316,0.1598253,-0.2417489,33.2891673,47.6751761,-14.7685872,0.2177346,-0.3779689,-0.25368811,0.7329728,-0.3869476,-0.12825128,0.6846561,-0.67658732,-0.77771,0.16642997,-0.9767513,-0.24241615,-0.792326,-0.1236558,-0.19538261,-0.119943244,-0.51838611,0.68293995,1.192443856,1.25373189,0.9993178,1.242197253,0.5,15.99591916,7.51274746,22.551726,3.584623441,2.678912733,1.861883,1.2724142,1.831696181,3.584448439,1.7942856,1,,,0.88388348,0.98799577,0.93887762,0.5912925,4.486475462,,,,,,,,,0.272454649,2.1496126,0.545351474,0.46598639,,0.83939,,2.36824529,21.859348,23.852697,19.4227416,2.22488699,,,2.322961,0.6,0.625,,5.164785974,5.45278263,,1
CCCCOC=C,,,851.64,433.85162,21.944,59.6781553,61.48163989,34.3976574,23.6396667,164.76363,24.242556,14.8753899,7.317975333,6.98615767,1.195366256,1.83183331,168.6282363,164.853767,1.948275862,1.933333333,0.7681462,65.733644,-55.878948,-16.421442,-323.868357,-0.243844,-1.474781882,-0.464471,-6.336924671,-8.1492555,5.611667,-3.61882898,-2.9654549,3.261924325,-0.164127424,-0.75346264,-0.39335181,0.8831797,0.61,-0.314,31.887162,48.24718265,-9.958332946,0.21385724,-0.58391977,-0.4757369,-0.1613818,-0.911819,-0.42378424,-0.25981469,-0.81486611,-0.26223453,0.6981189,-0.216533343,-0.48615459,0.31747689,-0.222454985,-0.29765251,-0.222326,-0.5173419,,1.241889231,1.2621325,0.928826968,0.9981419,0.25,15.99491615,6.5476225,15.34484,3.441391719,1.9992586,1.82284268,0.8921559,1.777349679,3.38143271,1.78227962,2,,,,0.981983363,0.931682147,0.5932434,1.1566417,,,,,,,,,0.25246485,2.131397392,0.819444444,,,0.8952,,2.39863697,19.3487361,21.78717,14.5738229,14.5738229,,,,0.666666667,0.125,,4.317488114,5.267832369,,1
CC(C)OC=O,,,68.47271,12.858336,153.664632,78.36578557,73.9953177,49.981386,29.58292483,169.6799369,25.6242493,119.41763,7.79133217,,1.142779374,1.3637267,167.51432,,2.9476195,,,542.6447669,97.27595114,,-36.452941,-0.787442449,-0.22486672,-0.956426884,-6.74289231,-1.16167952,5.388788958,,,,-0.434665533,3.33639524,,0.19111761,0.22477,-0.168985,38.763449,44.97358566,,0.19655849,-0.83953521,-0.1221214,-0.45544137,-0.3343581,-0.312142611,0.158871882,-1.821286848,,0.11532567,-0.368413,0.75892111,,-0.52876,-0.46332347,-0.44913796,,,0.99493326,1.3212814,,0.822849447,0.5,16.62373,6.375368,11.619656,3.443546683,1.7754336,1.75168927,0.51264726,1.728436554,3.127264748,1.67386682,,,,,1.1519927,0.971428571,0.582478358,1.836335195,,,,,,,,,0.376736111,1.8,,0.392593,,0.95556,,2.2682318,2.81725664,13.52811,16.1145293,12.37166,,,2,0.4,0.25,,4.29459441,6.28945925,,1
CC1=CC(=C(C=C1)N)C.CC1=CC(=C(C=C1)C)N.CC1=C(C(=CC=C1)N)C.CC1=C(C(=CC=C1)C)N.CC1=C(C=C(C=C1)N)C.CC1=CC(=CC(=C1)N)C,1,,1832.375398,367.117485,317.113616,68.742865,72.97764745,59.26451648,49.52365941,198.6685288,245.7853746,186.8679671,7.352267459,7.4786824,1.4259798,1.523179111,151.583229,183.4223712,2.128787879,1.64758824,,627.2197465,-432.4463544,153.846979,34.6357371,0.894917,1.19527858,-2.53688352,5.817374654,3.22418818,-8.54471384,11.75873497,4.7363224,,-3.555555556,-6.833333333,-1.25,0.7688987,-0.168651,0.162654,31.3698733,52.787433,19.3599753,0.23372221,0.241776,0.3622561,-0.56928,-0.177777778,-0.26276276,-0.155333,0.78282828,-0.73529412,-0.219281291,0.174879779,-0.261663832,-0.1559741,0.15544881,0.2183836,0.67715626,-0.142314991,,0.8729579,0.91288335,,1.455645161,0.142857143,14.9148,8.36262145,11.365277,3.831888,2.34285825,1.98659883,1.22692891,1.96988456,3.26113799,1.923541594,,,0.2456261,0.13888889,0.977312454,0.934117647,0.652536617,3.9487987,,,,0.495555556,,,3.3355556,,,2.162374,,,,0.66364,0.5556,2.7795594,19.7925312,25.58693786,16.32451516,15.66124613,,,2.941682753,,0.5625,,5.351858133,6.54457468,2.49144828,1
CC(C)CCCCCO,,,1359.58358,899.523456,464.39356,52.925977,54.7677477,32.3355578,2.5997433,154.2234589,23.8416894,17.31672,7.17925576,7.1386667,1.146571714,1.183697114,164.6282446,169.727418,1.559343434,1.76683761,-0.59697257,8.2177743,136.99618,49.2686382,-383.264227,-0.1665564,-1.5479129,0.66849261,-1.7792146,-7.84857472,-1.68345989,-1.136975434,-6.718361538,6.9295741,-2.9115836,0.652377686,-1.993712849,0.886168,9.77E-01,-3.83E-01,29.63769534,46.987629,-0.385417363,0.27519267,-0.886854,-0.3695492,0.1127413,-0.11158314,-0.359991,0.988451,-0.18594726,-0.5112842,0.1195658,-0.166745674,0.213322,-0.16516795,-0.147916349,-0.36337863,-0.1438468,-0.557146,1.23418781,1.36262775,1.371739255,0.974149313,0.627954376,0.25,15.9979433,7.578135813,19.677726,3.5223693,2.333552793,1.92252595,1.249629723,1.86654616,3.51478645,1.79179912,,,,0.9128793,0.97485954,0.921423384,0.58267776,3.48134,,1,,0.656952948,,,,,0.215625,2.23565193,0.359221466,0.822863757,,0.73667,,1.81929417,15.87964142,14.96954774,18.85758983,27.23263937,,,2,0.625,0.25,,4.79579546,4.819843155,,1
CN(CCO)CCO,1,,1352.142838,662.775882,326.7244,68.6981661,67.151215,41.28917666,32.1938771,152.274712,192.826996,119.945831,7.59541895,7.596673714,1.58136941,1.35442614,169.1262819,181.9657436,2.161111111,3.666666667,0.44964,766.468272,127.3445758,-9.254288925,-92.3691994,-0.94227725,0.856132,-2.53798525,-12.9299916,1.5425578,-1.48736487,3.142269895,1.582313626,0.26383929,-6.944444444,1.58333333,13.66666667,0.24922548,-0.83,-0.366921,36.4984866,42.12943197,8.3683924,0.176119997,-0.4472336,0.243,-0.45639967,-0.347222222,-0.91269841,0.235185185,-0.53555556,0.65793651,-0.33351,-0.62643142,0.8794435,0.27743624,0.1379925,-0.595713566,0.4682596,0.31297799,,1.1218165,1.5127582,0.164759,0.41732799,0.642857143,15.9982593,7.516255176,16.191691,3.491279126,2.13641547,1.78222897,0.87259523,1.834954,3.37311697,1.59923797,,,,,1.454345,0.957422969,0.56236983,11.9313113,,2,1,1.399722222,,,,,0.476111111,1.853611111,0.163194444,,,0.81333,,2.199281813,19.178354,2.85657,21.13691152,21.13691152,1,,,0.571428571,0.375,,4.795321,5.671172793,3.977275,1
CC1COC(=O)O1,,,919.45564,48.38976,128.524572,13.9274516,11.6915935,83.2345135,39.9763713,194.5955696,234.5462317,125.968193,8.43589217,,1.21176725,1.1834338,167.2825497,,3.53125,,,549.351954,-14.945532,,25.4657613,-0.67518127,0.13989815,0.29838269,-7.654383867,1.44281852,1.575314221,,,,-2.371794872,-12.57248521,,0.3184783,-0.971,-0.593121,42.25784262,43.346953,,0.19836883,-0.88579575,0.569529,0.18648767,-0.182445759,-0.34819484,-0.78578325,-5.152366864,,-0.3493727,0.25567143,-0.28233742,,0.287127,-0.5276255,0.53564798,,,0.894144777,0.946861533,,1.5823539,0.75,15.99829959,6.35977895,11.349242,3.634268928,1.827242814,1.69469496,0.41775514,1.665292498,3.69614179,1.562592,,0.11785113,0.479958,,1.5422993,1.1719457,0.62798618,1.1566557,,,,,,,,,0.439236111,1.782638889,0.416237,,,1.2857,,2.353533949,25.388957,26.6734145,16.24327692,17.81291359,,,1.1547538,,0.569444444,,5.43425117,7.84859185,,1
C1=CC=C2C=C(C=CC2=C1)O,,,2393.95743,842.39678,264.16392,89.8283121,93.9972964,83.4748361,59.84893575,247.385132,292.3292683,26.768998,7.468698,7.55515385,1.6889381,1.88472421,15.177261,17.3998,2.666666667,2.974358974,0.13511166,612.745419,-142.5522217,45.4435757,-27.946947,0.2746122,-1.6415798,-1.85935113,4.127952712,-6.1541331,-3.37874362,2.439629,4.7845939,1.511841479,-4.626654355,-0.927977839,-3.16989843,0.1237731,-8.39E-01,0.115775,32.24975847,52.69323519,5.531861,0.2443591,0.34179481,-0.34327445,-0.51414864,-0.231332718,-0.119636811,-0.25777162,0.76269621,-0.243838341,-0.6973636,-0.1273222,-0.4611755,-0.2253186,-0.145194,0.151151557,-0.14199668,-0.21278143,,0.99922547,1.38449491,0.397359769,0.838732215,0.25,15.99794356,8.983397668,8.745656,3.985875132,2.59458595,2.98246868,0.86238512,2.8377226,3.44877693,2.68376499,,,0.5183439,0.16375581,0.993791,0.96577915,0.71978289,4.986215815,,1,,0.63511544,,,0.3228737,,,,,,,0.7356,0.4545,2.748745,17.4967419,26.94287268,22.78283128,23.4571432,,,,,0.4375,,5.7711265,7.581974467,,1
CCCCCC(=O)O,,,119.757861,72.149539,265.9448,69.4856748,66.518647,43.1354932,25.22176957,167.3443949,214.61486,16.3947983,7.383173182,7.78726,1.167758143,1.172372369,167.9879456,174.4365,2.398148148,3.694444444,0.1524383,715.56216,19.63964,-277.1952,-38.2368375,-0.2748248,-1.956981533,-0.89456569,-1.3656,-1.59811421,-0.957925282,-1.15379646,2.8527728,1.46782644,-2.865555556,-6.573333333,-6.82,0.15913885,0.123,0.14,35.752818,46.5632326,0.979558666,0.24855947,-0.1598419,-0.5755828,-0.248495,-0.15818713,-0.195934343,-0.182592593,-0.3474747,-0.378888889,0.7745687,-0.24177418,-0.5255984,-0.2176158,-0.28969536,-0.47379939,-0.2785443,-0.143821173,,1.371592649,1.475467725,0.287547421,0.889831998,0.5,15.99825889,6.89717548,14.76484,3.526325367,2.94363672,1.87169114,0.85272991,1.821312119,3.47154596,1.71776826,1,,,,0.999417334,0.9525492,0.58759299,2.812567777,1,1,,0.77848726,,,,,0.252862812,2.57391345,0.327222222,,,0.82593,,2.18149633,2.31476814,21.3449723,18.84235826,19.44633813,,,0.2,0.571428571,0.25,,4.6539635,5.84186481,,1
CCCCCCCCCCCCCCCC,,,2642.672773,2249.159315,877.94616,46.85544224,52.56332259,29.6935865,19.57535387,156.6623548,29.2611935,14.8133564,6.969118963,6.964595926,1.194784775,1.2185635,165.66475,165.993561,1.361111111,1.361111111,8.52E-01,1317.198178,-6.97342118,-7.554518962,-1118.793194,-0.143987,-5.1526126,-0.579739,-2.5279427,-27.1683693,-0.323641231,-0.332388291,-0.341135352,-0.349882412,-0.6424,0.224,0.192,0.1415953,-2.24E-01,-2.90E-01,26.34396356,48.98772516,-0.126738396,0.218997924,-0.9497359,-0.529923,-0.46,-0.131124,0.178,0.178,0.178,0.178,-1.58E-01,-0.237898284,-0.2184,-0.2587146,-0.237898284,-0.43367347,-0.237898284,0.229951,0.95776144,1.454312194,1.454312194,0.955325312,0.85194738,-7.11E-01,12.1128781,7.61397644,37.16938,3.54653472,3.168777862,1.953838139,1.6965868,1.895116781,3.688766938,1.81976972,,,,0.614276695,0.96186453,0.96666667,0.59158527,7.5967545,,,,,,,,,0.2,2.2922142,1.372777778,,,0.7,,1.783228,8.7813289,13.477967,52.65528473,52.1336217,,,,0.866666667,0.125,0.38642,5.3897173,4.52532122,,1
COC(=O)OC,,,841.298484,72.642528,121.194532,1.566625,93.95113391,68.19356359,84.1298484,175.5187919,2.1879281,189.933777,8.2841328,6.718464,1.8332452,0.787276314,153.2186,184.917652,5.153846154,1,,53.622243,-641.9716148,,295.99488,0.2736,1.84847437,1.26616192,-11.384639,11.36187332,-6.115749634,3.2378166,,,-3.13864,-42.4992284,11.67361111,0.3446938,-0.12779622,0.25584,44.2185225,4.72487636,36.4187924,0.175177152,-0.16353333,0.18285143,0.7897476,-0.273639169,0.149845679,-3.269171415,0.15817912,1.2976791,-0.37756545,0.42753877,-1.79339,0.472778989,0.618146499,-1.399261,0.648344888,0.439937189,,0.331463781,0.16881252,,3.3145391,0.75,15.99873,4.814519964,11.349242,3.44563326,1.134649377,1.5175395,0.8392371,1.58393374,3.16744481,1.21586352,,,,,1.5462499,1.18627451,0.56969853,8.948474554,,,,,,,,,,1.25578737,,,,1.8334,,1.959147917,2.92827319,17.3433169,19.24561459,17.45313334,,,1,0.4,0.125,,4.317488114,7.52641171,,1
C(CC#N)C#N,2,,589.7917,196.19649,5.65684,97.3512838,9.8552767,51.7665914,39.3139447,23.53931,263.519926,133.1122538,7.569449333,,1.53545162,1.366721,173.1224219,,9,,,332.7228,-119.96,,-193.8483375,0.1764,-1.656847,0.54172,-2.528154696,-8.69556526,2.835124518,,,,6.39,-19.44,,0.17944677,-0.1797761,0.68944822,33.27228,46.4245659,,0.223335,-0.2951818,-0.75754891,0.84287,0.71,-1.29,-3.24,12.96,,-0.99794285,-0.3729171,-1.12359556,,-0.37496236,-0.155871568,-0.34462767,,,1.291956585,1.38433266,,2.637711864,0.285714286,14.4998272,6.26628,5.692828,3.51557387,1.41951679,1.73418382,0.428192397,1.72726927,3.259763,1.643641827,,,,,1.119665,0.983529412,0.691447425,1.76668713,,,,,,,,,0.554166667,,0.357638889,,,0.83333,,1.92192895,18.1898993,12.683625,19.76173847,14.1891115,,,,0.2,0.125,,4.77537444,8.3744813,4.77665429,1
CCCO[N+](=O)[O-],1,,875.91822,491.193114,152.5148,1.286616,95.2144815,64.49413,38.83487,17.4453,23.1764168,16.594742,7.71965565,9.471168,1.44185881,0.96461422,174.925385,185.1842767,4.83333333,7,,615.192452,-111.6292685,,-165.967375,-1.41961633,-0.744692888,0.546964293,2.52267351,-5.28964934,0.819171711,1.159967588,,,1.8125,-25.5,-35.625,0.815772,-0.1374892,0.1461178,43.93637466,38.62328256,-19.11635843,0.15742488,-0.3912531,-0.33849677,0.338695,0.13942377,0.4489134,-1.416666667,-2.798611111,-5.9375,-0.169618925,-0.19532186,-0.465216147,-1.2756342,-0.21527136,0.18495287,-0.229163944,-1.411889597,,1.23664689,1.36375957,,1.381575843,0.892857143,16.137881,5.663514675,9.54449,3.516971727,1.528916246,1.75712445,0.62274332,1.734757448,3.328114743,1.56426347,,,,,1.54468838,1.19887955,0.563881565,2.25631873,,,,,,,,,0.351944444,1.8927778,0.21388889,,,1.8572,,2.43677461,27.1528399,24.6735571,16.35862588,14.7269234,,,,0.5,0.25,,4.48863637,7.5342363,2.9413383,1
CCCCC1=CC=CC=C1,,,1643.557617,955.55213,336.998616,6.7275442,67.17251842,45.13521226,3.43625217,194.59756,243.395686,138.315766,7.5556667,7.268644,1.421399194,1.456766314,159.3328839,161.88967,1.663194444,1.783333333,0.347394,76.2183858,-8.7167267,-3.2665225,-29.7895757,0.247417,-1.29996471,-0.67949523,-1.80E-01,-7.61428889,0.5694772,-7.5174947,-1.366728172,2.27788287,0.25811852,-1.392593,-1.172164352,0.2355718,-4.87E-01,0.239,29.4257668,54.71846854,-1.31833978,0.24461714,5.67E-01,-0.3951541,-0.13978115,0.1754244,-0.66314,-0.2146262,0.4855918,-0.3972145,-0.2673435,-0.12653612,-0.57142857,-0.188571429,-0.12653612,-3.38E-01,-0.12653612,-0.212372215,0.657142857,1.173469388,1.173469388,0.93571429,1.78637,1.78E-01,12.151118,8.61998543,15.34898,3.784364516,2.619181914,1.9969284,1.822532,1.956282132,3.548754759,1.917639,,,0.327515,0.139417,0.967285749,0.919934641,0.649578393,3.726365763,,,,,,,1.462361111,,0.237999221,2.225138889,1.233472222,,,0.7,,2.345437252,17.12993833,24.84692,17.3948625,16.84298282,,,0.25,0.3,0.1875,,5.24174715,5.587897935,,1
CCC(C)C1=CC=CC=C1,,,1941.144755,89.99668,381.324796,6.7275442,67.17251842,48.1773629,35.9471259,194.59756,243.395686,154.3993953,7.9289537,6.924814667,1.421399194,1.48728797,156.591371,168.74199,1.851851852,1.53333,0.42643,76.2183858,-337.9759418,113.4993834,-65.66216225,-0.11363917,-0.29354416,-2.8961129,-1.80E-01,-1.59451621,-2.61956233,-1.936198244,5.12523645,2.84735359,-0.46875,-2.2966944,-0.7442783,0.231591,-0.295,-2.22E-01,29.4257668,54.71846854,-2.41614169,0.24461714,5.67E-01,-0.698958,-0.5229651,-0.1953125,0.1232964,-0.42518647,-0.13114447,-0.21346275,-0.12757528,-0.28571429,-0.212698413,-0.44155844,-0.28571429,-3.38E-01,-0.28571429,-0.16839576,,1.79591837,1.79591837,0.525714286,1.218869847,-2.49E-01,12.151118,9.8849512,15.34898,3.8553388,2.619181914,2.1824673,1.822532,1.96812394,3.518232671,1.947732517,,,0.327515,0.1858798,0.967285749,0.919934641,0.649578393,3.645473951,,,,,,,1.4497474,,0.25461593,2.2199747,1.2262374,0.79444444,,0.7,,2.345437252,17.12993833,24.529943,17.51591511,16.9643542,,,2.149139864,0.2,0.4375,,5.361292166,5.587897935,,1
CCCCCCCCCC(=O)C,,,1897.313261,1461.515211,551.38876,54.85961,57.6194348,34.2388424,22.5876263,163.4976198,214.31539,11.574986,7.171147381,7.93649333,1.28899644,1.211397531,165.3956125,166.8386511,1.645299145,1.73555556,-0.776,112.264163,11.9957591,9.15882,-598.15167,-0.184855,-3.7617174,-0.24333681,-2.5355192,-17.37116983,-0.2385844,-0.242975944,-0.24794645,-0.252916146,-0.9147151,-0.65536332,-1.368512111,0.4325139,2.20E-01,1.50E-01,29.77247538,49.4464463,0.111262634,0.2182463,-0.137935,-0.4882798,-0.312,-0.2769914,-0.8745661,-0.7763286,-0.1434699,-0.2288535,0.587731,-0.193587846,-0.183126,-0.914229,-0.223767497,-0.633639,-0.2328367,-0.2176915,0.932373256,1.3544672,1.43292839,0.912222735,0.6765868,0.25,15.99491739,7.5537369,25.8554,3.562351295,2.868533446,1.93698588,1.46137975,1.876425979,3.6241773,1.899198,,,,0.283984,0.973437299,0.921453287,0.5969968,5.79658587,,,,,,,,,0.21283579,1.677661643,0.785493827,,,0.76389,,1.623963428,15.618454,2.18284163,25.3122528,26.3184967,,,0.666666667,0.727272727,0.25,0.12345679,5.129898715,5.4913686,,1
C(CSCCO)O,,,1592.99336,529.66986,153.62614,125.1174545,98.2571425,59.91283122,53.9977687,178.4978731,221.243314,116.667351,7.618699867,7.9479576,1.48812579,1.4523517,165.925373,18.784983,1.97839562,4.733333333,0.4399986,1248.85313,-132.14775,43.82926219,-384.757537,-0.394553273,-1.87428948,-2.66988781,2.362563813,-6.6434643,-2.912657972,4.81175594,3.299834757,0.545146911,-6.4329877,4.628257888,1.814433,0.26465379,-0.1135446,-0.338447,73.46194885,51.4654889,5.93767666,0.385387284,0.65227848,-0.69418126,-0.9842837,-0.3777617,-0.38234527,0.22393233,-0.44533677,0.729622,-0.429359,-0.279162436,0.81331937,0.24134842,-0.18125627,0.18722444,-0.181158687,0.283747735,,1.41754481,1.565643181,0.74482,0.377463961,1.125,31.9727133,8.1142639,13.2127,3.81949622,1.964245841,1.619218229,0.764236255,1.65983187,3.37311697,1.56942874,,,,,1.1432287,0.96114994,0.62881497,1.1566417,,2,,1.3987374,,,,,0.3147474,,0.3446526,,,0.81111,,2.25199,23.965479,23.5781769,23.326441,23.326441,,,,0.666666667,0.125,,4.317488114,7.178832386,,1
CCCCNCC,1,,877.617576,47.245442,274.824748,48.95553341,52.24528219,27.64223438,18.2836995,147.757868,191.8746273,93.6135642,7.99877667,6.91936167,1.118754253,1.6915499,172.2314356,169.2478879,1.5641256,1.416666667,0.5392,611.5661328,-42.18334873,-4.912441178,-41.32177,-0.68613364,-1.7576573,-0.463585914,-6.795878163,-9.7828884,4.81142733,-2.73754741,-1.973644718,3.187783496,-0.8125,0.3125,0.25,0.6364374,0.423,-0.43,27.7984658,45.2837373,-4.5557241,0.196988864,-0.3537215,-0.4566797,-0.11886818,-0.3869476,-0.132833,0.812821,-0.13257576,0.1416667,0.66442869,-0.22724296,-0.1574631,0.2528977,-0.228778398,-0.27547693,-0.213196798,0.59139785,,1.33889561,1.33746789,0.8128259,0.816377171,0.142857143,14.3776,6.845771129,17.5815,3.444593937,2.131312288,1.84946312,0.994737291,1.815146169,3.434649755,1.73112866,,,,,0.96917839,0.915151515,0.57491878,1.1566417,,,,0.287638889,,,,0.287638889,0.22,2.134583333,1.111111111,,,0.7,,1.763842123,14.78271197,17.1155864,13.78665187,17.19354111,,,,0.666666667,0.125,,4.317488114,4.59638467,2.816941738,1
CC1=C(C(=CC=C1)C)C,,,193.721747,248.4954,34.543696,62.488843,68.74581643,53.38667633,48.81337813,199.2693833,247.71244,197.53869,7.216436821,6.718464,1.44937374,1.54763355,147.3271657,184.917652,1.958333333,1,,622.6251891,-783.2229562,,427.2826418,0.26136,1.91152214,-6.51948945,4.22E-01,1.37597714,6.2476922,18.7428277,,,-1.1587316,-5.341365,2.612244898,0.1913139,-0.761,0.12,29.64881853,55.13324411,41.3499338,0.246471253,4.57E-01,0.5359784,-0.13564477,-0.4837496,-0.1647445,-0.14875283,0.2267574,0.145124717,-0.397967276,0.215277778,-0.55347222,0.75,0.215277778,1.50E-01,0.215277778,0.711111111,,0.81185185,0.81185185,,1.555555556,-5.33E-01,12.1113444,8.76349787,13.118484,3.83736781,2.55534111,2.9891347,1.3321342,1.9875811,3.2245232,1.97123989,,,0.2456261,0.48112522,0.967953387,0.921568627,0.656729855,5.439472642,,,,,,,4.1828737,,,2.1412374,,,,0.7,,2.12885279,15.36999611,21.8634747,2.9659197,18.95755632,,,5.181129588,,0.6875,,5.3763828,5.718757161,,1
CCN(CCO)CCO,1,,1664.91456,1144.49268,371.868636,66.2657237,65.71655217,4.5711483,32.645336,153.477221,195.419399,119.65993,7.54932471,7.63539231,1.7912566,1.574724,171.6289561,181.7386639,2.6372549,3.25641256,0.44965,849.7976336,-114.45551,111.349299,-24.997778,-0.457714597,-0.814367289,-2.947187479,-12.4229348,-6.545752615,-1.87498652,6.579289765,3.571466139,0.295844751,-6.458767361,3.88671875,1.17317783,0.218837,-0.123451,-0.1234878,35.4823473,43.117522,5.48289,0.182482177,-0.37429945,-0.19862617,-0.5778799,-0.28815972,-0.27547998,0.7621172,-0.147195283,0.381464,-0.56421751,-0.136324567,0.496478,-0.543,-0.18846886,-0.4869367,-0.144169726,0.1622759,,1.282297,1.22567753,0.8428,0.471359511,0.642857143,15.99825971,8.1454611,18.37815,3.52562891,2.398213274,1.81468826,0.967436311,1.82891289,3.37311697,1.631534698,,,,,0.9993215,0.9513719,0.56713348,13.68162684,,2,1,1.344166667,,,,,0.311111111,2.5277778,0.174444444,,,0.833,,2.132437341,18.61497341,19.38991662,23.365382,24.1461183,1,,,0.625,0.375,,4.89349128,5.546261613,3.21343431,1
COC1=C(C=C(C=C1Br)Br)Br,,3,9827.7983,2163.85777,182.999525,1276.55281,261.851811,29.95844,377.9884993,34.415825,334.854468,314.3382334,8.3665238,7.5354,3.14354283,2.46171997,145.1937248,17.19487,2.22971287,1.312962963,,12993.19797,9884.579857,-3596.32218,584.11499,-0.24563855,4.936556576,8.781174548,-2.314863264,12.3599199,-14.92611924,7.463365378,-1.742793832,,0.14593,-1.966722528,1.19424482,0.12449545,-0.48,-0.39,812.748729,63.59162,64.24556224,0.7679112,-0.5913369,0.197462263,0.399144298,0.6275318,0.2282587,-0.89396479,-0.5135438,0.11942448,-0.3855543,0.36735485,0.1591579,0.454777495,0.279378927,-0.12588226,0.43157771,0.2863746,,0.422116322,0.451348312,3.766815486,1.189515718,2.735714286,78.924241,11.46637635,11.25235,6.9175441,3.54444379,1.7897769,0.66461664,1.882346387,3.19311217,1.9158246,,,0.2833333,0.54181,1.3543791,1.968627,0.934729229,4.7978127,,,,,,,6.25457819,,,1.8686319,,,,0.78788,0.18182,2.858458593,56.5262468,83.52177873,51.1845859,42.35845859,,,1.298671662,0.99991,1.25,,5.638354669,21.36181569,,0
COC1=CC=CC(=C1)N,1,,1686.255281,493.11598,224.217892,81.739772,85.63255,68.63896,56.285937,25.782535,246.9255256,182.8746874,7.74412,7.22394,1.49834452,1.442613524,156.6766475,174.176384,2.716666667,2.71428571,,628.537849,-136.54685,36.31417,131.653135,-0.2769667,0.6687395,-2.4964675,2.11271791,-0.416934,-1.497225529,0.65515566,6.59782326,,-3.739197531,3.417695473,-3.81528121,0.15731171,0.456588,-0.4777288,34.91876694,5.16618671,-11.58329622,0.224985633,-0.1332263,0.23882253,-0.68321536,-0.27733196,-0.169667353,0.113923182,-0.72252229,-0.2721858,0.29239572,0.93724423,0.175665974,-0.94457928,0.1615126,0.8139451,-0.995,-0.366722223,,0.88847616,0.92197523,,0.75583925,0.392857143,15.99491691,7.615781832,11.94863,3.79787899,2.4684121,1.926318164,0.98518429,1.929845563,3.2162363,1.847284498,,,0.27777778,0.342691,0.99939357,0.96143798,0.6518965,3.318245516,,,,0.54685556,2.68754936,,1.53185556,,,1.619814815,,,,0.73333,0.11111,2.95764585,22.3587284,28.13212841,16.12832153,16.12832153,,,0.7716781,0.111111111,0.5,,5.26269189,6.83713416,2.582771,1
